ProductKey	sku	product_name	product_class_id	subcategory	category	department	product_family	size	brandName	supplier
990	43075001	Hilltop Mint Mouthwash	74	Mouthwash	Bathroom Products	Health and Hygiene	Non-Consumable	16.2	Hilltop	Rowan Warehouse
991	43076001	High Top Almonds	1	Nuts	Specialty	Produce	Food	6.72	High Top	Rowan Warehouse
992	43077001	High Top Asparagus	13	Fresh Vegetables	Vegetables	Produce	Food	20.8	High Top	Rowan Warehouse
993	43078001	High Top Baby Onion	13	Fresh Vegetables	Vegetables	Produce	Food	6.51	High Top	Rowan Warehouse
994	43079001	High Top Beets	13	Fresh Vegetables	Vegetables	Produce	Food	10.1	High Top	Rowan Warehouse
995	43080001	High Top Broccoli	13	Fresh Vegetables	Vegetables	Produce	Food	5.85	High Top	Rowan Warehouse
996	43081001	High Top Canned Peanuts	1	Nuts	Specialty	Produce	Food	7.89	High Top	Rowan Warehouse
997	43082001	High Top Cantelope	99	Fresh Fruit	Fruit	Produce	Food	10.3	High Top	Rowan Warehouse
998	43083001	High Top Cauliflower	13	Fresh Vegetables	Vegetables	Produce	Food	17.7	High Top	Rowan Warehouse
999	43084001	High Top Corn on the Cob	13	Fresh Vegetables	Vegetables	Produce	Food	14.1	High Top	Rowan Warehouse
1000	43085001	High Top Dried Mushrooms	13	Fresh Vegetables	Vegetables	Produce	Food	17.7	High Top	Rowan Warehouse
1001	43086001	High Top Elephant Garlic	13	Fresh Vegetables	Vegetables	Produce	Food	6.05	High Top	Rowan Warehouse
1002	43087001	High Top Fancy Plums	99	Fresh Fruit	Fruit	Produce	Food	4.73	High Top	Rowan Warehouse
1003	43088001	High Top Firm Tofu	67	Tofu	Packaged Vegetables	Produce	Food	8.6	High Top	Rowan Warehouse
1004	43089001	High Top Fresh Lima Beans	13	Fresh Vegetables	Vegetables	Produce	Food	9.6	High Top	Rowan Warehouse
1005	43090001	High Top Fuji Apples	99	Fresh Fruit	Fruit	Produce	Food	14	High Top	Rowan Warehouse
1006	43091001	High Top Garlic	13	Fresh Vegetables	Vegetables	Produce	Food	18	High Top	Rowan Warehouse
1007	43092001	High Top Golden Delcious Apples	99	Fresh Fruit	Fruit	Produce	Food	19.5	High Top	Rowan Warehouse
1008	43093001	High Top Green Pepper	13	Fresh Vegetables	Vegetables	Produce	Food	18.7	High Top	Rowan Warehouse
1009	43094001	High Top Honey Dew	99	Fresh Fruit	Fruit	Produce	Food	15.2	High Top	Rowan Warehouse
1010	43095001	High Top Lemons	99	Fresh Fruit	Fruit	Produce	Food	18.2	High Top	Rowan Warehouse
1011	43096001	High Top Lettuce	13	Fresh Vegetables	Vegetables	Produce	Food	14.1	High Top	Rowan Warehouse
1012	43097001	High Top Limes	99	Fresh Fruit	Fruit	Produce	Food	9.8	High Top	Rowan Warehouse
1013	43098001	High Top Macintosh Apples	99	Fresh Fruit	Fruit	Produce	Food	10.1	High Top	Rowan Warehouse
1014	43099001	High Top Mandarin Oranges	99	Fresh Fruit	Fruit	Produce	Food	10.6	High Top	Rowan Warehouse
1015	43100001	High Top Mixed Nuts	1	Nuts	Specialty	Produce	Food	11.8	High Top	Rowan Warehouse
1016	43101001	High Top Mushrooms	13	Fresh Vegetables	Vegetables	Produce	Food	11.6	High Top	Rowan Warehouse
1017	43102001	High Top New Potatos	13	Fresh Vegetables	Vegetables	Produce	Food	4.82	High Top	Rowan Warehouse
1018	43103001	High Top Onions	13	Fresh Vegetables	Vegetables	Produce	Food	16.5	High Top	Rowan Warehouse
1019	43104001	High Top Oranges	99	Fresh Fruit	Fruit	Produce	Food	7.77	High Top	Rowan Warehouse
1020	43105001	High Top Party Nuts	1	Nuts	Specialty	Produce	Food	19.6	High Top	Rowan Warehouse
1021	43106001	High Top Peaches	99	Fresh Fruit	Fruit	Produce	Food	8.8	High Top	Rowan Warehouse
1022	43107001	High Top Plums	99	Fresh Fruit	Fruit	Produce	Food	12.6	High Top	Rowan Warehouse
1023	43108001	High Top Potatos	13	Fresh Vegetables	Vegetables	Produce	Food	7.3	High Top	Rowan Warehouse
1024	43109001	High Top Prepared Salad	13	Fresh Vegetables	Vegetables	Produce	Food	8.5	High Top	Rowan Warehouse
1025	43110001	High Top Red Delcious Apples	99	Fresh Fruit	Fruit	Produce	Food	14.2	High Top	Rowan Warehouse
1026	43111001	High Top Red Pepper	13	Fresh Vegetables	Vegetables	Produce	Food	5.05	High Top	Rowan Warehouse
1027	43112001	High Top Shitake Mushrooms	13	Fresh Vegetables	Vegetables	Produce	Food	11.3	High Top	Rowan Warehouse
1028	43113001	High Top Squash	13	Fresh Vegetables	Vegetables	Produce	Food	7.69	High Top	Rowan Warehouse
1029	43114001	High Top Summer Squash	13	Fresh Vegetables	Vegetables	Produce	Food	17.7	High Top	Rowan Warehouse
1030	43115001	High Top Sweet Onion	13	Fresh Vegetables	Vegetables	Produce	Food	11.5	High Top	Rowan Warehouse
1031	43116001	High Top Sweet Peas	13	Fresh Vegetables	Vegetables	Produce	Food	11.3	High Top	Rowan Warehouse
1032	43117001	High Top Tangerines	99	Fresh Fruit	Fruit	Produce	Food	5.21	High Top	Rowan Warehouse
1033	43118001	High Top Tomatos	13	Fresh Vegetables	Vegetables	Produce	Food	13.8	High Top	Rowan Warehouse
1034	43119001	High Top Walnuts	1	Nuts	Specialty	Produce	Food	12.5	High Top	Rowan Warehouse
1035	43120001	High Quality Counter Cleaner	21	Cleaners	Cleaning Supplies	Household	Non-Consumable	7.51	High Quality	Rowan Warehouse
1036	43121001	High Quality Glass Cleaner	21	Cleaners	Cleaning Supplies	Household	Non-Consumable	18.8	High Quality	Rowan Warehouse
1037	43122001	High Quality Room Freshener	20	Deodorizers	Cleaning Supplies	Household	Non-Consumable	5.96	High Quality	Rowan Warehouse
1038	43123001	High Quality Toilet Bowl Cleaner	21	Cleaners	Cleaning Supplies	Household	Non-Consumable	20.7	High Quality	Rowan Warehouse
1039	43124001	Juice Boxes Grabbin Grape	30	Juice	Pure Juice Beverages	Beverages	Drink	10 ct	Hi-C	Rowan Warehouse
1040	43125001	Syrup Chocolate	254	Syrups	Baking Goods	Baking Products	Food	24 oz	Hersheys	Rowan Warehouse
1041	43126001	Syrup Strawberry	254	Syrups	Baking Goods	Baking Products	Food	24 oz	Hersheys	Rowan Warehouse
1042	43127001	Syrup Chocolate	254	Syrups	Baking Goods	Baking Products	Food	24 oz	Hershey	Rowan Warehouse
1043	43128001	Syrup Chocolate	254	Syrups	Baking Goods	Baking Products	Food	48 oz	Hershey	Rowan Warehouse
1044	43129001	Syrup Chocolate Lite	254	Syrups	Baking Goods	Baking Products	Food	18.5 oz	Hershey	Rowan Warehouse
1045	43130001	Syrup Chocolate Sugar Free	254	Syrups	Baking Goods	Baking Products	Food	17.5 oz	Hershey	Rowan Warehouse
1046	43131001	Syrup Strawberry	254	Syrups	Baking Goods	Baking Products	Food	22 oz	Hershey	Rowan Warehouse
1047	43132001	Hermanos Almonds	1	Nuts	Specialty	Produce	Food	9.19	Hermanos	Rowan Warehouse
1048	43133001	Hermanos Asparagus	13	Fresh Vegetables	Vegetables	Produce	Food	6.02	Hermanos	Rowan Warehouse
1049	43134001	Hermanos Baby Onion	13	Fresh Vegetables	Vegetables	Produce	Food	6.32	Hermanos	Rowan Warehouse
1050	43135001	Hermanos Beets	13	Fresh Vegetables	Vegetables	Produce	Food	17.2	Hermanos	Rowan Warehouse
1051	43136001	Hermanos Broccoli	13	Fresh Vegetables	Vegetables	Produce	Food	6.68	Hermanos	Rowan Warehouse
1052	43137001	Hermanos Canned Peanuts	1	Nuts	Specialty	Produce	Food	15.7	Hermanos	Rowan Warehouse
1053	43138001	Hermanos Cantelope	99	Fresh Fruit	Fruit	Produce	Food	19.2	Hermanos	Rowan Warehouse
1054	43139001	Hermanos Cauliflower	13	Fresh Vegetables	Vegetables	Produce	Food	16.2	Hermanos	Rowan Warehouse
1055	43140001	Hermanos Corn on the Cob	13	Fresh Vegetables	Vegetables	Produce	Food	10.6	Hermanos	Rowan Warehouse
1056	43141001	Hermanos Dried Mushrooms	13	Fresh Vegetables	Vegetables	Produce	Food	7.98	Hermanos	Rowan Warehouse
1057	43142001	Hermanos Elephant Garlic	13	Fresh Vegetables	Vegetables	Produce	Food	7.75	Hermanos	Rowan Warehouse
1058	43143001	Hermanos Fancy Plums	99	Fresh Fruit	Fruit	Produce	Food	14.5	Hermanos	Rowan Warehouse
1059	43144001	Hermanos Firm Tofu	67	Tofu	Packaged Vegetables	Produce	Food	3.96	Hermanos	Rowan Warehouse
1060	43145001	Hermanos Fresh Lima Beans	13	Fresh Vegetables	Vegetables	Produce	Food	8.69	Hermanos	Rowan Warehouse
1061	43146001	Hermanos Fuji Apples	99	Fresh Fruit	Fruit	Produce	Food	17.1	Hermanos	Rowan Warehouse
1062	43147001	Hermanos Garlic	13	Fresh Vegetables	Vegetables	Produce	Food	14.2	Hermanos	Rowan Warehouse
1063	43148001	Hermanos Golden Delcious Apples	99	Fresh Fruit	Fruit	Produce	Food	6.09	Hermanos	Rowan Warehouse
1064	43149001	Hermanos Green Pepper	13	Fresh Vegetables	Vegetables	Produce	Food	16.2	Hermanos	Rowan Warehouse
1065	43150001	Hermanos Honey Dew	99	Fresh Fruit	Fruit	Produce	Food	18.6	Hermanos	Rowan Warehouse
1066	43151001	Hermanos Lemons	99	Fresh Fruit	Fruit	Produce	Food	4.78	Hermanos	Rowan Warehouse
1067	43152001	Hermanos Lettuce	13	Fresh Vegetables	Vegetables	Produce	Food	15.7	Hermanos	Rowan Warehouse
1068	43153001	Hermanos Limes	99	Fresh Fruit	Fruit	Produce	Food	16.2	Hermanos	Rowan Warehouse
1069	43154001	Hermanos Macintosh Apples	99	Fresh Fruit	Fruit	Produce	Food	7.68	Hermanos	Rowan Warehouse
1070	43155001	Hermanos Mandarin Oranges	99	Fresh Fruit	Fruit	Produce	Food	16.6	Hermanos	Rowan Warehouse
1071	43156001	Hermanos Mixed Nuts	1	Nuts	Specialty	Produce	Food	15.3	Hermanos	Rowan Warehouse
1072	43157001	Hermanos Mushrooms	13	Fresh Vegetables	Vegetables	Produce	Food	8.3	Hermanos	Rowan Warehouse
1073	43158001	Hermanos New Potatos	13	Fresh Vegetables	Vegetables	Produce	Food	15.2	Hermanos	Rowan Warehouse
1074	43159001	Hermanos Onions	13	Fresh Vegetables	Vegetables	Produce	Food	14.1	Hermanos	Rowan Warehouse
1075	43160001	Hermanos Oranges	99	Fresh Fruit	Fruit	Produce	Food	14	Hermanos	Rowan Warehouse
1076	43161001	Hermanos Party Nuts	1	Nuts	Specialty	Produce	Food	9.39	Hermanos	Rowan Warehouse
1077	43162001	Hermanos Peaches	99	Fresh Fruit	Fruit	Produce	Food	15.1	Hermanos	Rowan Warehouse
1078	43163001	Hermanos Plums	99	Fresh Fruit	Fruit	Produce	Food	16.3	Hermanos	Rowan Warehouse
1079	43164001	Hermanos Potatos	13	Fresh Vegetables	Vegetables	Produce	Food	16.2	Hermanos	Rowan Warehouse
1080	43165001	Hermanos Prepared Salad	13	Fresh Vegetables	Vegetables	Produce	Food	12.1	Hermanos	Rowan Warehouse
1081	43166001	Hermanos Red Delcious Apples	99	Fresh Fruit	Fruit	Produce	Food	14.5	Hermanos	Rowan Warehouse
1082	43167001	Hermanos Red Pepper	13	Fresh Vegetables	Vegetables	Produce	Food	7.22	Hermanos	Rowan Warehouse
1083	43168001	Hermanos Shitake Mushrooms	13	Fresh Vegetables	Vegetables	Produce	Food	5.05	Hermanos	Rowan Warehouse
1084	43169001	Hermanos Squash	13	Fresh Vegetables	Vegetables	Produce	Food	13.6	Hermanos	Rowan Warehouse
1085	43170001	Hermanos Summer Squash	13	Fresh Vegetables	Vegetables	Produce	Food	12.1	Hermanos	Rowan Warehouse
1086	43171001	Hermanos Sweet Onion	13	Fresh Vegetables	Vegetables	Produce	Food	8.71	Hermanos	Rowan Warehouse
1087	43172001	Hermanos Sweet Peas	13	Fresh Vegetables	Vegetables	Produce	Food	13.1	Hermanos	Rowan Warehouse
1088	43173001	Hermanos Tangerines	99	Fresh Fruit	Fruit	Produce	Food	13.2	Hermanos	Rowan Warehouse
1089	43174001	Hermanos Tomatos	13	Fresh Vegetables	Vegetables	Produce	Food	12.8	Hermanos	Rowan Warehouse
1090	43175001	Hermanos Walnuts	1	Nuts	Specialty	Produce	Food	8.1	Hermanos	Rowan Warehouse
1091	43176001	Salsa Mild	83	Dips	Snack Foods	Snack Foods	Food	24 oz	Herdez	Rowan Warehouse
1092	43177001	Sour Cream Dip Bacon Ranch	83	Dips	Snack Foods	Snack Foods	Food	12 oz	Heluva Good	Rowan Warehouse
1093	43178001	Ketchup Original	48	Sauces	Baking Goods	Baking Products	Food	38 oz	Heinz	Rowan Warehouse
1094	43179001	Aloha Morning Mixed Berry	52	Flavored Drinks	Drinks	Beverages	Drink	128 oz	Hawaiian Punch	Rowan Warehouse
1095	43180001	Aloha Morning Orange Citrus	52	Flavored Drinks	Drinks	Beverages	Drink	128 oz	Hawaiian Punch	Rowan Warehouse
1096	43181001	Juice Lemonade	30	Juice	Pure Juice Beverages	Beverages	Drink	128 oz	Hawaiian Punch	Rowan Warehouse
1097	43182001	Gulf Coast Malted Milk Balls	36	Chocolate Candy	Candy	Snack Foods	Food	19.7	Gulf Coast	Rowan Warehouse
1098	43183001	Gulf Coast Mint Chocolate Bar	36	Chocolate Candy	Candy	Snack Foods	Food	19.8	Gulf Coast	Rowan Warehouse
1099	43184001	Gulf Coast Mints	38	Hard Candy	Candy	Snack Foods	Food	7.89	Gulf Coast	Rowan Warehouse
1100	43185001	Gulf Coast Semi-Sweet Chocolate Bar	36	Chocolate Candy	Candy	Snack Foods	Food	11.6	Gulf Coast	Rowan Warehouse
1101	43186001	Gulf Coast Spicy Mints	38	Hard Candy	Candy	Snack Foods	Food	16.8	Gulf Coast	Rowan Warehouse
1102	43187001	Gulf Coast Tasty Candy Bar	36	Chocolate Candy	Candy	Snack Foods	Food	6.11	Gulf Coast	Rowan Warehouse
1103	43188001	Gulf Coast White Chocolate Bar	36	Chocolate Candy	Candy	Snack Foods	Food	17.2	Gulf Coast	Rowan Warehouse
1104	43189001	Green Ribbon Canned Mixed Fruit	3	Canned Fruit	Fruit	Canned Foods	Food	11	Green Ribbon	Rowan Warehouse
1105	43190001	Green Ribbon Canned Peaches	3	Canned Fruit	Fruit	Canned Foods	Food	15.5	Green Ribbon	Rowan Warehouse
1106	43191001	Coconut Milk Original	251	Non-dairy Milk	Drinks	Beverages	Drink	13.5 oz	Goya	Rowan Warehouse
1107	43192001	Flavor Straws Chocolate	251	Non-dairy Milk	Drinks	Beverages	Drink	.95 oz	Got Milk	Rowan Warehouse
1108	43193001	Flavor Straws Strawberry Magic	76	Milk	Dairy	Dairy	Drink	.95 oz	Got Milk	Rowan Warehouse
1109	43194001	Gorilla Blueberry Yogurt	6	Yogurt	Dairy	Dairy	Food	7.71	Gorilla	Rowan Warehouse
1110	43195001	Gorilla Cheese Spread	11	Cheese	Dairy	Dairy	Food	20.1	Gorilla	Rowan Warehouse
1111	43196001	Gorilla Havarti Cheese	11	Cheese	Dairy	Dairy	Food	10.3	Gorilla	Rowan Warehouse
1112	43197001	Gorilla Head Cheese	11	Cheese	Dairy	Dairy	Food	17.2	Gorilla	Rowan Warehouse
1113	43198001	Gorilla Jack Cheese	11	Cheese	Dairy	Dairy	Food	18.8	Gorilla	Rowan Warehouse
1114	43199001	Gorilla Large Curd Cottage Cheese	15	Cottage Cheese	Dairy	Dairy	Food	6.57	Gorilla	Rowan Warehouse
1115	43200001	Gorilla Low Fat Cottage Cheese	15	Cottage Cheese	Dairy	Dairy	Food	6.78	Gorilla	Rowan Warehouse
1116	43201001	Gorilla Low Fat Sour Cream	14	Sour Cream	Dairy	Dairy	Food	12.5	Gorilla	Rowan Warehouse
1117	43202001	Gorilla Low Fat String Cheese	11	Cheese	Dairy	Dairy	Food	19.7	Gorilla	Rowan Warehouse
1118	43203001	Gorilla Mild Cheddar Cheese	11	Cheese	Dairy	Dairy	Food	6.85	Gorilla	Rowan Warehouse
1119	43204001	Gorilla Muenster Cheese	11	Cheese	Dairy	Dairy	Food	18.3	Gorilla	Rowan Warehouse
1120	43205001	Gorilla Sharp Cheddar Cheese	11	Cheese	Dairy	Dairy	Food	10.1	Gorilla	Rowan Warehouse
1121	43206001	Gorilla Sour Cream	14	Sour Cream	Dairy	Dairy	Food	20.2	Gorilla	Rowan Warehouse
1122	43207001	Gorilla Strawberry Yogurt	6	Yogurt	Dairy	Dairy	Food	5.57	Gorilla	Rowan Warehouse
1123	43208001	Gorilla String Cheese	11	Cheese	Dairy	Dairy	Food	15.2	Gorilla	Rowan Warehouse
1124	43209001	Boys L/XL	213	Diapers	Paper Products	Household	Non-Consumable	24 ct	Good Nites	Rowan Warehouse
1125	43210001	Boys S/M	213	Diapers	Paper Products	Household	Non-Consumable	31 ct	Good Nites	Rowan Warehouse
1126	43211001	Girl L & XL	213	Diapers	Paper Products	Household	Non-Consumable	11 ct	Good Nites	Rowan Warehouse
1127	43212001	Girls 2T-3T	213	Diapers	Paper Products	Household	Non-Consumable	25 ct	Good Nites	Rowan Warehouse
1128	43213001	Girls L/XL	213	Diapers	Paper Products	Household	Non-Consumable	24 ct	Good Nites	Rowan Warehouse
1129	43214001	Girls S/M	213	Diapers	Paper Products	Household	Non-Consumable	14 ct	Good Nites	Rowan Warehouse
1130	43215001	Girls S/M	213	Diapers	Paper Products	Household	Non-Consumable	31 ct	Good Nites	Rowan Warehouse
1131	43216001	Tru-Fit Refills L/XL	213	Diapers	Paper Products	Household	Non-Consumable	16 ct	Good Nites	Rowan Warehouse
1132	43217001	Tru-Fit Starter Kit L/XL - Boy	213	Diapers	Paper Products	Household	Non-Consumable	2 pkg	Good Nites	Rowan Warehouse
1133	43218001	Tru-Fit Starter Kit L/XL - Girl	213	Diapers	Paper Products	Household	Non-Consumable	2 pkg	Good Nites	Rowan Warehouse
1134	43219001	Golden Beef TV Dinner	10	TV Dinner	Frozen Entrees	Frozen Foods	Food	6.43	Golden	Rowan Warehouse
1135	43220001	Golden Chicken TV Dinner	10	TV Dinner	Frozen Entrees	Frozen Foods	Food	16.2	Golden	Rowan Warehouse
1136	43221001	Golden Fajita French Fries	63	French Fries	Vegetables	Frozen Foods	Food	17.5	Golden	Rowan Warehouse
1137	43222001	Golden Frozen Broccoli	60	Frozen Vegetables	Vegetables	Frozen Foods	Food	11.6	Golden	Rowan Warehouse
1138	43223001	Golden Frozen Carrots	60	Frozen Vegetables	Vegetables	Frozen Foods	Food	5.57	Golden	Rowan Warehouse
1139	43224001	Golden Frozen Cauliflower	60	Frozen Vegetables	Vegetables	Frozen Foods	Food	4.15	Golden	Rowan Warehouse
1140	43225001	Golden Frozen Cheese Pizza	64	Pizza	Pizza	Frozen Foods	Food	16.1	Golden	Rowan Warehouse
1141	43226001	Golden Frozen Chicken Breast	100	Frozen Chicken	Meat	Frozen Foods	Food	11.6	Golden	Rowan Warehouse
1142	43227001	Golden Frozen Chicken Thighs	100	Frozen Chicken	Meat	Frozen Foods	Food	10	Golden	Rowan Warehouse
1143	43228001	Golden Frozen Chicken Wings	100	Frozen Chicken	Meat	Frozen Foods	Food	13.3	Golden	Rowan Warehouse
1144	43229001	Golden Frozen Corn	60	Frozen Vegetables	Vegetables	Frozen Foods	Food	18.8	Golden	Rowan Warehouse
1145	43230001	Golden Frozen Mushroom Pizza	64	Pizza	Pizza	Frozen Foods	Food	14.3	Golden	Rowan Warehouse
1146	43231001	Golden Frozen Peas	60	Frozen Vegetables	Vegetables	Frozen Foods	Food	9.89	Golden	Rowan Warehouse
1147	43232001	Golden Frozen Pepperoni Pizza	64	Pizza	Pizza	Frozen Foods	Food	10.8	Golden	Rowan Warehouse
1148	43233001	Golden Frozen Sausage Pizza	64	Pizza	Pizza	Frozen Foods	Food	17	Golden	Rowan Warehouse
1149	43234001	Golden Grape Popsicles	110	Popsicles	Frozen Desserts	Frozen Foods	Food	8.48	Golden	Rowan Warehouse
1150	43235001	Golden Home Style French Fries	63	French Fries	Vegetables	Frozen Foods	Food	18.6	Golden	Rowan Warehouse
1151	43236001	Golden Ice Cream	9	Ice Cream	Frozen Desserts	Frozen Foods	Food	8.81	Golden	Rowan Warehouse
1152	43237001	Golden Ice Cream Sandwich	9	Ice Cream	Frozen Desserts	Frozen Foods	Food	10.3	Golden	Rowan Warehouse
1153	43238001	Golden Lemon Popsicles	110	Popsicles	Frozen Desserts	Frozen Foods	Food	7.35	Golden	Rowan Warehouse
1154	43239001	Golden Lime Popsicles	110	Popsicles	Frozen Desserts	Frozen Foods	Food	17.2	Golden	Rowan Warehouse
1155	43240001	Golden Low Fat French Fries	63	French Fries	Vegetables	Frozen Foods	Food	13.1	Golden	Rowan Warehouse
1156	43241001	Golden Orange Popsicles	110	Popsicles	Frozen Desserts	Frozen Foods	Food	17	Golden	Rowan Warehouse
1157	43242001	Golden Turkey TV Dinner	10	TV Dinner	Frozen Entrees	Frozen Foods	Food	9.69	Golden	Rowan Warehouse
1158	43243001	Bagels Sesame	25	Bagels	Bread	Baked Goods	Food	22 oz	Glutino	Rowan Warehouse
1159	43244001	Cookies Chocolate	45	Cookies	Snack Foods	Snack Foods	Food	8.6 oz	Glutino	Rowan Warehouse
1160	43245001	Cookies Vanilla Creme Chocolate	45	Cookies	Snack Foods	Snack Foods	Food	10.5 oz	Glutino	Rowan Warehouse
1161	43246001	Vitamin Water Tropical Citrus	52	Flavored Drinks	Drinks	Beverages	Drink	20 oz	Glaceau	Rowan Warehouse
1162	43247001	Coffee Bold Majestic Roast	90	Coffee	Hot Beverages	Beverages	Drink	12 oz	Gevalia Kaffe	Rowan Warehouse
1163	43248001	Coffee French Roast	90	Coffee	Hot Beverages	Beverages	Drink	12 oz	Gevalia Kaffe	Rowan Warehouse
1164	43249001	Coffee House Blend	90	Coffee	Hot Beverages	Beverages	Drink	12 oz	Gevalia Kaffe	Rowan Warehouse
1165	43250001	Coffee House Blend Decaf	90	Coffee	Hot Beverages	Beverages	Drink	12 oz	Gevalia Kaffe	Rowan Warehouse
1166	43251001	Gerolli Extra Lean Hamburger	65	Hamburger	Meat	Meat	Food	11.8	Gerolli	Rowan Warehouse
1167	43252001	Gerolli Seasoned Hamburger	65	Hamburger	Meat	Meat	Food	17.5	Gerolli	Rowan Warehouse
1168	43253001	Bitty Bites Blueberry	209	Baby Food	Baby Food	Baby Food	Food	2.5 oz	Gerber Graduates	Rowan Warehouse
1169	43254001	Bitty Bites Strawberry	209	Baby Food	Baby Food	Baby Food	Food	2.5 oz	Gerber Graduates	Rowan Warehouse
1170	43255001	Breakfast Buddies Apple Cinnamon Hot Cereal	209	Baby Food	Baby Food	Baby Food	Food	4.5 oz	Gerber Graduates	Rowan Warehouse
1171	43256001	Cookies Arrowroot	209	Baby Food	Baby Food	Baby Food	Food	5.5 oz	Gerber Graduates	Rowan Warehouse
1172	43257001	Fruit & Veggie Melts Truly Tropical Blend	209	Baby Food	Baby Food	Baby Food	Food	1 oz	Gerber Graduates	Rowan Warehouse
1173	43258001	Grabbers Apple & Sweet Potato	209	Baby Food	Baby Food	Baby Food	Food	4.23 oz	Gerber Graduates	Rowan Warehouse
1174	43259001	Grabbers Pear & Squash	209	Baby Food	Baby Food	Baby Food	Food	4.23 oz	Gerber Graduates	Rowan Warehouse
1175	43260001	Grabbers Strawberry Banana	209	Baby Food	Baby Food	Baby Food	Food	4.23 oz	Gerber Graduates	Rowan Warehouse
1176	43261001	Lil Biscuits Vanilla Wafers	209	Baby Food	Baby Food	Baby Food	Food	4.44 oz	Gerber Graduates	Rowan Warehouse
1177	43262001	Lil Crunchies Cinnamon Maple	209	Baby Food	Baby Food	Baby Food	Food	48 oz	Gerber Graduates	Rowan Warehouse
1178	43263001	Lil Crunchies Mild Cheddar	209	Baby Food	Baby Food	Baby Food	Food	48 oz	Gerber Graduates	Rowan Warehouse
1179	43264001	Lil Crunchies Veggie Dip	209	Baby Food	Baby Food	Baby Food	Food	48 oz	Gerber Graduates	Rowan Warehouse
1180	43265001	Lil Entrees Cheese Ravioli & Tomato Sauce	209	Baby Food	Baby Food	Baby Food	Food	5.3 oz	Gerber Graduates	Rowan Warehouse
1181	43266001	Lil Entrees Macaroni & Cheese	209	Baby Food	Baby Food	Baby Food	Food	6.6 oz	Gerber Graduates	Rowan Warehouse
1182	43267001	Lil Entrees Mashed Potatoes & Gravy	209	Baby Food	Baby Food	Baby Food	Food	5.3 oz	Gerber Graduates	Rowan Warehouse
1183	43268001	Lil Entrees Meatloaf & Mashed Potatoes	209	Baby Food	Baby Food	Baby Food	Food	6.67 oz	Gerber Graduates	Rowan Warehouse
1184	43269001	Lil Meals Pasta Stars With Chicken & Vegetables	209	Baby Food	Baby Food	Baby Food	Food	6 oz	Gerber Graduates	Rowan Warehouse
1185	43270001	Lil Meals Spaghetti Rings & Meat Sauce	209	Baby Food	Baby Food	Baby Food	Food	6 oz	Gerber Graduates	Rowan Warehouse
1186	43271001	Lil Meals White Turkey Stew With Rice & Vegetables	209	Baby Food	Baby Food	Baby Food	Food	6 oz	Gerber Graduates	Rowan Warehouse
1187	43272001	Lil Sticks Chicken Sticks	209	Baby Food	Baby Food	Baby Food	Food	2.5 oz	Gerber Graduates	Rowan Warehouse
1188	43273001	Lil Sticks Meat Sticks	209	Baby Food	Baby Food	Baby Food	Food	2.5 oz	Gerber Graduates	Rowan Warehouse
1189	43274001	Pasta Pick Ups Beef Ravioli	209	Baby Food	Baby Food	Baby Food	Food	6 oz	Gerber Graduates	Rowan Warehouse
1190	43275001	Pasta Pick Ups Cheese Ravioli	209	Baby Food	Baby Food	Baby Food	Food	6 oz	Gerber Graduates	Rowan Warehouse
1191	43276001	Pasta Pick Ups Chicken Carrot Ravioli	209	Baby Food	Baby Food	Baby Food	Food	6 oz	Gerber Graduates	Rowan Warehouse
1192	43277001	Pasta Pick Ups Spinach & Cheese Ravioli	209	Baby Food	Baby Food	Baby Food	Food	6 oz	Gerber Graduates	Rowan Warehouse
1193	43278001	Puffs Apple Cinnamon	209	Baby Food	Baby Food	Baby Food	Food	48 oz	Gerber Graduates	Rowan Warehouse
1194	43279001	Puffs Blueberry	209	Baby Food	Baby Food	Baby Food	Food	48 oz	Gerber Graduates	Rowan Warehouse
1195	43280001	Puffs Peach	209	Baby Food	Baby Food	Baby Food	Food	48 oz	Gerber Graduates	Rowan Warehouse
1196	43281001	Puffs Strawberry Apple	209	Baby Food	Baby Food	Baby Food	Food	48 oz	Gerber Graduates	Rowan Warehouse
1197	43282001	Yogurt Blends Banana Vanilla	209	Baby Food	Baby Food	Baby Food	Food	14 oz	Gerber Graduates	Rowan Warehouse
1198	43283001	Yogurt Blends Mixed Berry	209	Baby Food	Baby Food	Baby Food	Food	14 oz	Gerber Graduates	Rowan Warehouse
1199	43284001	Yogurt Melts Mixed Berry	209	Baby Food	Baby Food	Baby Food	Food	1 oz	Gerber Graduates	Rowan Warehouse
1200	43285001	Yogurt Melts Peach	209	Baby Food	Baby Food	Baby Food	Food	1 oz	Gerber Graduates	Rowan Warehouse
1201	43286001	Yogurt Melts Strawberry	209	Baby Food	Baby Food	Baby Food	Food	1 oz	Gerber Graduates	Rowan Warehouse
1202	43287001	Formula Soy Concentrate	209	Baby Food	Baby Food	Baby Food	Food	12.10 oz	Gerber Good Start	Rowan Warehouse
1203	43288001	1st Foods Applesauce	209	Baby Food	Baby Food	Baby Food	Food	5 oz	Gerber	Rowan Warehouse
1204	43289001	1st Foods Bananas	209	Baby Food	Baby Food	Baby Food	Food	5 oz	Gerber	Rowan Warehouse
1205	43290001	1st Foods Carrots	209	Baby Food	Baby Food	Baby Food	Food	5 oz	Gerber	Rowan Warehouse
